,categorie,pays,unite,valeur
879,Individuals worked from home at least once,Croatia,Percentage of individuals working at an external site or on the move,888
880,Individuals worked from home at least once,Italy,Percentage of individuals,11
881,Individuals worked from home at least once,Italy,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",32
882,Individuals worked from home at least once,Italy,Percentage of employees and self-employed who used internet within the last year,24
883,Individuals worked from home at least once,Italy,Percentage of individuals working from home,888
884,Individuals worked from home at least once,Italy,Percentage of individuals working at an external site or on the move,888
885,Individuals worked from home at least once,Cyprus,Percentage of individuals,6
886,Individuals worked from home at least once,Cyprus,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",16
887,Individuals worked from home at least once,Cyprus,Percentage of employees and self-employed who used internet within the last year,10
888,Individuals worked from home at least once,Cyprus,Percentage of individuals working from home,888
889,Individuals worked from home at least once,Cyprus,Percentage of individuals working at an external site or on the move,888
890,Individuals worked from home at least once,Latvia,Percentage of individuals,16
891,Individuals worked from home at least once,Latvia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
892,Individuals worked from home at least once,Latvia,Percentage of employees and self-employed who used internet within the last year,27
893,Individuals worked from home at least once,Latvia,Percentage of individuals working from home,888
894,Individuals worked from home at least once,Latvia,Percentage of individuals working at an external site or on the move,888
895,Individuals worked from home at least once,Lithuania,Percentage of individuals,12
896,Individuals worked from home at least once,Lithuania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",33
897,Individuals worked from home at least once,Lithuania,Percentage of employees and self-employed who used internet within the last year,21
898,Individuals worked from home at least once,Lithuania,Percentage of individuals working from home,888
899,Individuals worked from home at least once,Lithuania,Percentage of individuals working at an external site or on the move,888
900,Individuals worked from home at least once,Luxembourg,Percentage of individuals,22
901,Individuals worked from home at least once,Luxembourg,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",47
902,Individuals worked from home at least once,Luxembourg,Percentage of employees and self-employed who used internet within the last year,40
903,Individuals worked from home at least once,Luxembourg,Percentage of individuals working from home,888
904,Individuals worked from home at least once,Luxembourg,Percentage of individuals working at an external site or on the move,888
905,Individuals worked from home at least once,Hungary,Percentage of individuals,12
906,Individuals worked from home at least once,Hungary,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
907,Individuals worked from home at least once,Hungary,Percentage of employees and self-employed who used internet within the last year,23
908,Individuals worked from home at least once,Hungary,Percentage of individuals working from home,888
909,Individuals worked from home at least once,Hungary,Percentage of individuals working at an external site or on the move,888
910,Individuals worked from home at least once,Malta,Percentage of individuals,20
911,Individuals worked from home at least once,Malta,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",43
912,Individuals worked from home at least once,Malta,Percentage of employees and self-employed who used internet within the last year,35
913,Individuals worked from home at least once,Malta,Percentage of individuals working from home,888
914,Individuals worked from home at least once,Malta,Percentage of individuals working at an external site or on the move,888
915,Individuals worked from home at least once,Netherlands,Percentage of individuals,32
916,Individuals worked from home at least once,Netherlands,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",53
917,Individuals worked from home at least once,Netherlands,Percentage of employees and self-employed who used internet within the last year,50
918,Individuals worked from home at least once,Netherlands,Percentage of individuals working from home,888
919,Individuals worked from home at least once,Netherlands,Percentage of individuals working at an external site or on the move,888
920,Individuals worked from home at least once,Austria,Percentage of individuals,17
921,Individuals worked from home at least once,Austria,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",34
922,Individuals worked from home at least once,Austria,Percentage of employees and self-employed who used internet within the last year,28
923,Individuals worked from home at least once,Austria,Percentage of individuals working from home,888
924,Individuals worked from home at least once,Austria,Percentage of individuals working at an external site or on the move,888
925,Individuals worked from home at least once,Poland,Percentage of individuals,12
926,Individuals worked from home at least once,Poland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",38
927,Individuals worked from home at least once,Poland,Percentage of employees and self-employed who used internet within the last year,22
928,Individuals worked from home at least once,Poland,Percentage of individuals working from home,888
929,Individuals worked from home at least once,Poland,Percentage of individuals working at an external site or on the move,888
930,Individuals worked from home at least once,Portugal,Percentage of individuals,12
931,Individuals worked from home at least once,Portugal,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",31
932,Individuals worked from home at least once,Portugal,Percentage of employees and self-employed who used internet within the last year,23
933,Individuals worked from home at least once,Portugal,Percentage of individuals working from home,888
934,Individuals worked from home at least once,Portugal,Percentage of individuals working at an external site or on the move,888
935,Individuals worked from home at least once,Romania,Percentage of individuals,4
936,Individuals worked from home at least once,Romania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",23
937,Individuals worked from home at least once,Romania,Percentage of employees and self-employed who used internet within the last year,8
938,Individuals worked from home at least once,Romania,Percentage of individuals working from home,888
939,Individuals worked from home at least once,Romania,Percentage of individuals working at an external site or on the move,888
940,Individuals worked from home at least once,Slovenia,Percentage of individuals,15
941,Individuals worked from home at least once,Slovenia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",37
942,Individuals worked from home at least once,Slovenia,Percentage of employees and self-employed who used internet within the last year,28
943,Individuals worked from home at least once,Slovenia,Percentage of individuals working from home,888
944,Individuals worked from home at least once,Slovenia,Percentage of individuals working at an external site or on the move,888
945,Individuals worked from home at least once,Slovakia,Percentage of individuals,13
946,Individuals worked from home at least once,Slovakia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",38
947,Individuals worked from home at least once,Slovakia,Percentage of employees and self-employed who used internet within the last year,24
948,Individuals worked from home at least once,Slovakia,Percentage of individuals working from home,888
949,Individuals worked from home at least once,Slovakia,Percentage of individuals working at an external site or on the move,888
950,Individuals worked from home at least once,Finland,Percentage of individuals,26
951,Individuals worked from home at least once,Finland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",53
952,Individuals worked from home at least once,Finland,Percentage of employees and self-employed who used internet within the last year,46
953,Individuals worked from home at least once,Finland,Percentage of individuals working from home,888
954,Individuals worked from home at least once,Finland,Percentage of individuals working at an external site or on the move,888
955,Individuals worked from home at least once,Sweden,Percentage of individuals,888
956,Individuals worked from home at least once,Sweden,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",888
957,Individuals worked from home at least once,Sweden,Percentage of employees and self-employed who used internet within the last year,888
958,Individuals worked from home at least once,Sweden,Percentage of individuals working from home,888
959,Individuals worked from home at least once,Sweden,Percentage of individuals working at an external site or on the move,888
960,Individuals worked from home at least once,United Kingdom,Percentage of individuals,27
961,Individuals worked from home at least once,United Kingdom,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",54
962,Individuals worked from home at least once,United Kingdom,Percentage of employees and self-employed who used internet within the last year,42
963,Individuals worked from home at least once,United Kingdom,Percentage of individuals working from home,888
964,Individuals worked from home at least once,United Kingdom,Percentage of individuals working at an external site or on the move,888
965,Individuals worked from home at least once,Iceland,Percentage of individuals,36
966,Individuals worked from home at least once,Iceland,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",53
967,Individuals worked from home at least once,Iceland,Percentage of employees and self-employed who used internet within the last year,45
968,Individuals worked from home at least once,Iceland,Percentage of individuals working from home,888
969,Individuals worked from home at least once,Iceland,Percentage of individuals working at an external site or on the move,888
970,Individuals worked from home at least once,Norway,Percentage of individuals,38
971,Individuals worked from home at least once,Norway,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",58
972,Individuals worked from home at least once,Norway,Percentage of employees and self-employed who used internet within the last year,53
973,Individuals worked from home at least once,Norway,Percentage of individuals working from home,888
974,Individuals worked from home at least once,Norway,Percentage of individuals working at an external site or on the move,888
975,Individuals worked from home at least once,Montenegro,Percentage of individuals,9
976,Individuals worked from home at least once,Montenegro,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",50
977,Individuals worked from home at least once,Montenegro,Percentage of employees and self-employed who used internet within the last year,25
978,Individuals worked from home at least once,Montenegro,Percentage of individuals working from home,888
979,Individuals worked from home at least once,Montenegro,Percentage of individuals working at an external site or on the move,888
980,Individuals worked from home at least once,Albania,Percentage of individuals,6
981,Individuals worked from home at least once,Albania,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",50
982,Individuals worked from home at least once,Albania,Percentage of employees and self-employed who used internet within the last year,17
983,Individuals worked from home at least once,Albania,Percentage of individuals working from home,888
984,Individuals worked from home at least once,Albania,Percentage of individuals working at an external site or on the move,888
985,Individuals worked from home at least once,Serbia,Percentage of individuals,9
986,Individuals worked from home at least once,Serbia,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",41
987,Individuals worked from home at least once,Serbia,Percentage of employees and self-employed who used internet within the last year,26
988,Individuals worked from home at least once,Serbia,Percentage of individuals working from home,888
989,Individuals worked from home at least once,Serbia,Percentage of individuals working at an external site or on the move,888
990,Individuals worked from home at least once,Bosnia and Herzegovina,Percentage of individuals,7
991,Individuals worked from home at least once,Bosnia and Herzegovina,"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",40
992,Individuals worked from home at least once,Bosnia and Herzegovina,Percentage of employees and self-employed who used internet within the last year,21
993,Individuals worked from home at least once,Bosnia and Herzegovina,Percentage of individuals working from home,888
994,Individuals worked from home at least once,Bosnia and Herzegovina,Percentage of individuals working at an external site or on the move,888
995,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals,4
996,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),"Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",35
997,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of employees and self-employed who used internet within the last year,10
998,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working from home,888
999,Individuals worked from home at least once,Kosovo (under United Nations Security Council Resolution 1244/99),Percentage of individuals working at an external site or on the move,888
