"INDIC_IS","GEO","IND_TYPE","TIME","UNIT","Value","Flag and Footnotes"
"Individuals never worked from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","62",""
"Individuals never worked from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","49",""
"Individuals never worked from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Belgium","All Individuals","2018","Percentage of individuals","23",""
"Individuals never worked from home","Belgium","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","54",""
"Individuals never worked from home","Belgium","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","43",""
"Individuals never worked from home","Belgium","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Belgium","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Bulgaria","All Individuals","2018","Percentage of individuals","15",""
"Individuals never worked from home","Bulgaria","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","71",""
"Individuals never worked from home","Bulgaria","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","33",""
"Individuals never worked from home","Bulgaria","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Bulgaria","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Czechia","All Individuals","2018","Percentage of individuals",":","u"
"Individuals never worked from home","Czechia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals never worked from home","Czechia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals never worked from home","Czechia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Czechia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Denmark","All Individuals","2018","Percentage of individuals","22",""
"Individuals never worked from home","Denmark","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","43",""
"Individuals never worked from home","Denmark","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","39",""
"Individuals never worked from home","Denmark","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Denmark","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals","37",""
"Individuals never worked from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","69",""
"Individuals never worked from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","57",""
"Individuals never worked from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Estonia","All Individuals","2018","Percentage of individuals","26",""
"Individuals never worked from home","Estonia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","54",""
"Individuals never worked from home","Estonia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","41",""
"Individuals never worked from home","Estonia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Estonia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Ireland","All Individuals","2018","Percentage of individuals","23",""
"Individuals never worked from home","Ireland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","67",""
"Individuals never worked from home","Ireland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","48",""
"Individuals never worked from home","Ireland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Ireland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Greece","All Individuals","2018","Percentage of individuals","14",""
"Individuals never worked from home","Greece","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","61",""
"Individuals never worked from home","Greece","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","37",""
"Individuals never worked from home","Greece","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Greece","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Spain","All Individuals","2018","Percentage of individuals","21",""
"Individuals never worked from home","Spain","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","58",""
"Individuals never worked from home","Spain","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","42",""
"Individuals never worked from home","Spain","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Spain","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","France","All Individuals","2018","Percentage of individuals","25",""
"Individuals never worked from home","France","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","59",""
"Individuals never worked from home","France","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","47",""
"Individuals never worked from home","France","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","France","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Croatia","All Individuals","2018","Percentage of individuals","22",""
"Individuals never worked from home","Croatia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","73",""
"Individuals never worked from home","Croatia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","51",""
"Individuals never worked from home","Croatia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Croatia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Italy","All Individuals","2018","Percentage of individuals","22",""
"Individuals never worked from home","Italy","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","67",""
"Individuals never worked from home","Italy","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","49",""
"Individuals never worked from home","Italy","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Italy","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Cyprus","All Individuals","2018","Percentage of individuals","30",""
"Individuals never worked from home","Cyprus","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","84",""
"Individuals never worked from home","Cyprus","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","53",""
"Individuals never worked from home","Cyprus","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Cyprus","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Latvia","All Individuals","2018","Percentage of individuals","23",""
"Individuals never worked from home","Latvia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","59",""
"Individuals never worked from home","Latvia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","38",""
"Individuals never worked from home","Latvia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Latvia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Lithuania","All Individuals","2018","Percentage of individuals","25",""
"Individuals never worked from home","Lithuania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","67",""
"Individuals never worked from home","Lithuania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","44",""
"Individuals never worked from home","Lithuania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Lithuania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Luxembourg","All Individuals","2018","Percentage of individuals","25",""
"Individuals never worked from home","Luxembourg","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","53",""
"Individuals never worked from home","Luxembourg","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","44",""
"Individuals never worked from home","Luxembourg","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Luxembourg","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Hungary","All Individuals","2018","Percentage of individuals","18",""
"Individuals never worked from home","Hungary","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","60",""
"Individuals never worked from home","Hungary","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","35",""
"Individuals never worked from home","Hungary","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Hungary","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Malta","All Individuals","2018","Percentage of individuals","28",""
"Individuals never worked from home","Malta","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","57",""
"Individuals never worked from home","Malta","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","47",""
"Individuals never worked from home","Malta","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Malta","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Netherlands","All Individuals","2018","Percentage of individuals","28",""
"Individuals never worked from home","Netherlands","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","47",""
"Individuals never worked from home","Netherlands","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","43",""
"Individuals never worked from home","Netherlands","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Netherlands","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Austria","All Individuals","2018","Percentage of individuals","32",""
"Individuals never worked from home","Austria","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","66",""
"Individuals never worked from home","Austria","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","54",""
"Individuals never worked from home","Austria","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Austria","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Poland","All Individuals","2018","Percentage of individuals","20",""
"Individuals never worked from home","Poland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","62",""
"Individuals never worked from home","Poland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","37",""
"Individuals never worked from home","Poland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Poland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Portugal","All Individuals","2018","Percentage of individuals","25",""
"Individuals never worked from home","Portugal","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","69",""
"Individuals never worked from home","Portugal","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","49",""
"Individuals never worked from home","Portugal","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Portugal","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Romania","All Individuals","2018","Percentage of individuals","14",""
"Individuals never worked from home","Romania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","77",""
"Individuals never worked from home","Romania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","27",""
"Individuals never worked from home","Romania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Romania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Slovenia","All Individuals","2018","Percentage of individuals","25",""
"Individuals never worked from home","Slovenia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","63",""
"Individuals never worked from home","Slovenia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","46",""
"Individuals never worked from home","Slovenia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Slovenia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Slovakia","All Individuals","2018","Percentage of individuals","22",""
"Individuals never worked from home","Slovakia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","62",""
"Individuals never worked from home","Slovakia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","38",""
"Individuals never worked from home","Slovakia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Slovakia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Finland","All Individuals","2018","Percentage of individuals","23",""
"Individuals never worked from home","Finland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","46",""
"Individuals never worked from home","Finland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","40",""
"Individuals never worked from home","Finland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Finland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Sweden","All Individuals","2018","Percentage of individuals",":","u"
"Individuals never worked from home","Sweden","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals never worked from home","Sweden","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals never worked from home","Sweden","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Sweden","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","United Kingdom","All Individuals","2018","Percentage of individuals","23",""
"Individuals never worked from home","United Kingdom","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","46",""
"Individuals never worked from home","United Kingdom","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","36",""
"Individuals never worked from home","United Kingdom","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","United Kingdom","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Iceland","All Individuals","2018","Percentage of individuals","31",""
"Individuals never worked from home","Iceland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","46",""
"Individuals never worked from home","Iceland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","39",""
"Individuals never worked from home","Iceland","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Iceland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Norway","All Individuals","2018","Percentage of individuals",":",""
"Individuals never worked from home","Norway","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":",""
"Individuals never worked from home","Norway","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":",""
"Individuals never worked from home","Norway","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Norway","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Montenegro","All Individuals","2018","Percentage of individuals","9",""
"Individuals never worked from home","Montenegro","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","50",""
"Individuals never worked from home","Montenegro","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","25",""
"Individuals never worked from home","Montenegro","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Montenegro","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Albania","All Individuals","2018","Percentage of individuals","6",""
"Individuals never worked from home","Albania","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","50",""
"Individuals never worked from home","Albania","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","17",""
"Individuals never worked from home","Albania","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Albania","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Serbia","All Individuals","2018","Percentage of individuals","14",""
"Individuals never worked from home","Serbia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","59",""
"Individuals never worked from home","Serbia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","37",""
"Individuals never worked from home","Serbia","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Serbia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals","10",""
"Individuals never worked from home","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","60",""
"Individuals never worked from home","Bosnia and Herzegovina","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","31",""
"Individuals never worked from home","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Bosnia and Herzegovina","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals never worked from home","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals","7",""
"Individuals never worked from home","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","65",""
"Individuals never worked from home","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","20",""
"Individuals never worked from home","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals working from home",":",""
"Individuals never worked from home","Kosovo (under United Nations Security Council Resolution 1244/99)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals","14",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","34",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","25",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals working from home","92",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (from 2020)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals","15",""
"Individuals used the internet for the job when working from home","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","37",""
"Individuals used the internet for the job when working from home","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","27",""
"Individuals used the internet for the job when working from home","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals working from home","92",""
"Individuals used the internet for the job when working from home","European Union - 28 countries (2013-2020)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals","15",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","37",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","27",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals working from home","92",""
"Individuals used the internet for the job when working from home","European Union - 27 countries (2007-2013)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals","17",""
"Individuals used the internet for the job when working from home","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","38",""
"Individuals used the internet for the job when working from home","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","30",""
"Individuals used the internet for the job when working from home","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals working from home","92",""
"Individuals used the internet for the job when working from home","European Union - 15 countries (1995-2004)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals","15",""
"Individuals used the internet for the job when working from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","34",""
"Individuals used the internet for the job when working from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","27",""
"Individuals used the internet for the job when working from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals working from home","91",""
"Individuals used the internet for the job when working from home","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Belgium","All Individuals","2018","Percentage of individuals","17",""
"Individuals used the internet for the job when working from home","Belgium","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","39",""
"Individuals used the internet for the job when working from home","Belgium","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","31",""
"Individuals used the internet for the job when working from home","Belgium","All Individuals","2018","Percentage of individuals working from home","94",""
"Individuals used the internet for the job when working from home","Belgium","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Bulgaria","All Individuals","2018","Percentage of individuals","5",""
"Individuals used the internet for the job when working from home","Bulgaria","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","26",""
"Individuals used the internet for the job when working from home","Bulgaria","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","12",""
"Individuals used the internet for the job when working from home","Bulgaria","All Individuals","2018","Percentage of individuals working from home","90",""
"Individuals used the internet for the job when working from home","Bulgaria","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Czechia","All Individuals","2018","Percentage of individuals",":","u"
"Individuals used the internet for the job when working from home","Czechia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery",":","u"
"Individuals used the internet for the job when working from home","Czechia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year",":","u"
"Individuals used the internet for the job when working from home","Czechia","All Individuals","2018","Percentage of individuals working from home",":","u"
"Individuals used the internet for the job when working from home","Czechia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Denmark","All Individuals","2018","Percentage of individuals","28",""
"Individuals used the internet for the job when working from home","Denmark","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","54",""
"Individuals used the internet for the job when working from home","Denmark","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","48",""
"Individuals used the internet for the job when working from home","Denmark","All Individuals","2018","Percentage of individuals working from home","95",""
"Individuals used the internet for the job when working from home","Denmark","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals","15",""
"Individuals used the internet for the job when working from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","29",""
"Individuals used the internet for the job when working from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","24",""
"Individuals used the internet for the job when working from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals working from home","92",""
"Individuals used the internet for the job when working from home","Germany (until 1990 former territory of the FRG)","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Estonia","All Individuals","2018","Percentage of individuals","22",""
"Individuals used the internet for the job when working from home","Estonia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","45",""
"Individuals used the internet for the job when working from home","Estonia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","34",""
"Individuals used the internet for the job when working from home","Estonia","All Individuals","2018","Percentage of individuals working from home","98",""
"Individuals used the internet for the job when working from home","Estonia","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Ireland","All Individuals","2018","Percentage of individuals","11",""
"Individuals used the internet for the job when working from home","Ireland","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","31",""
"Individuals used the internet for the job when working from home","Ireland","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","22",""
"Individuals used the internet for the job when working from home","Ireland","All Individuals","2018","Percentage of individuals working from home","93",""
"Individuals used the internet for the job when working from home","Ireland","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Greece","All Individuals","2018","Percentage of individuals","8",""
"Individuals used the internet for the job when working from home","Greece","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","35",""
"Individuals used the internet for the job when working from home","Greece","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","21",""
"Individuals used the internet for the job when working from home","Greece","All Individuals","2018","Percentage of individuals working from home","89",""
"Individuals used the internet for the job when working from home","Greece","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Spain","All Individuals","2018","Percentage of individuals","14",""
"Individuals used the internet for the job when working from home","Spain","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","37",""
"Individuals used the internet for the job when working from home","Spain","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","27",""
"Individuals used the internet for the job when working from home","Spain","All Individuals","2018","Percentage of individuals working from home","89",""
"Individuals used the internet for the job when working from home","Spain","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","France","All Individuals","2018","Percentage of individuals","16",""
"Individuals used the internet for the job when working from home","France","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","37",""
"Individuals used the internet for the job when working from home","France","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","29",""
"Individuals used the internet for the job when working from home","France","All Individuals","2018","Percentage of individuals working from home","89",""
"Individuals used the internet for the job when working from home","France","All Individuals","2018","Percentage of individuals working at an external site or on the move",":",""
"Individuals used the internet for the job when working from home","Croatia","All Individuals","2018","Percentage of individuals","8",""
"Individuals used the internet for the job when working from home","Croatia","All Individuals","2018","Percentage of individuals who, at work, use any type of computers, portable devices or computerised equipment or machinery","26",""
"Individuals used the internet for the job when working from home","Croatia","All Individuals","2018","Percentage of employees and self-employed who used internet within the last year","18",""
"Individuals used the internet for the job when working from home","Croatia","All Individuals","2018","Percentage of individuals working from home","95",""
